FieldID,auxin,gibberellin,cytokinin,ethylene,abscisicAcid,nitrogen,phosphorus,magnesium,sulfur,silicon,plantGrowth
191706,AuxinLow,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumLow,sulfurLow,siliconAN,LowGrowth
129593,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumAN,sulfurMN,siliconAN,LowGrowth
173850,AuxinLow,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconLow,LowGrowth
135030,AuxinLow,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusLow,magnesiumAN,sulfurAN,siliconMN,HighGrowth
114474,AuxinNA,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconMN,LowGrowth
159009,AuxinNA,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconMN,MediumGrowth
120155,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumAN,sulfurAN,siliconLow,MediumGrowth
199931,AuxinAN,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,LowGrowth
152324,AuxinNA,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
178414,AuxinLow,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumAN,sulfurLow,siliconAN,LowGrowth
128331,AuxinNA,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconAN,HighGrowth
206945,AuxinLow,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,MediumGrowth
180423,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumLow,sulfurLow,siliconMN,HighGrowth
121534,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,LowGrowth
145788,AuxinLow,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumAN,sulfurMN,siliconAN,HighGrowth
200819,AuxinAN,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumMN,sulfurLow,siliconLow,HighGrowth
185323,AuxinNA,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
122336,AuxinLow,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
151814,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumLow,sulfurMN,siliconMN,LowGrowth
207608,AuxinAN,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
161672,AuxinNA,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
119457,AuxinLow,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumLow,sulfurLow,siliconLow,LowGrowth
145384,AuxinNA,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurMN,siliconAN,HighGrowth
182651,AuxinLow,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumAN,sulfurLow,siliconLow,MediumGrowth
126850,AuxinLow,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumLow,sulfurMN,siliconMN,HighGrowth
195568,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconAN,LowGrowth
158708,AuxinAN,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumLow,sulfurLow,siliconAN,LowGrowth
128645,AuxinLow,gibberellinAN,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurLow,siliconAN,MediumGrowth
122661,AuxinAN,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumMN,sulfurAN,siliconMN,HighGrowth
183481,AuxinAN,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumMN,sulfurLow,siliconLow,MediumGrowth
214036,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
140714,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,LowGrowth
192582,AuxinAN,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
206966,AuxinAN,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumAN,sulfurMN,siliconAN,HighGrowth
196783,AuxinNA,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
137131,AuxinLow,gibberellinAN,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
190834,AuxinLow,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconMN,MediumGrowth
121360,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
169177,AuxinLow,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
157356,AuxinLow,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconLow,LowGrowth
195048,AuxinAN,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumLow,sulfurLow,siliconMN,MediumGrowth
199814,AuxinLow,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
151193,AuxinLow,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
125358,AuxinAN,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumLow,sulfurLow,siliconLow,LowGrowth
146435,AuxinNA,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconLow,MediumGrowth
132238,AuxinAN,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumMN,sulfurLow,siliconAN,HighGrowth
147133,AuxinLow,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumLow,sulfurAN,siliconMN,HighGrowth
195121,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumLow,sulfurLow,siliconMN,MediumGrowth
209573,AuxinNA,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumAN,sulfurAN,siliconLow,LowGrowth
142773,AuxinAN,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumAN,sulfurAN,siliconAN,HighGrowth
139518,AuxinLow,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconLow,LowGrowth
121418,AuxinLow,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconLow,LowGrowth
202979,AuxinLow,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconMN,LowGrowth
138357,AuxinLow,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconAN,MediumGrowth
171022,AuxinLow,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumLow,sulfurAN,siliconLow,MediumGrowth
157647,AuxinLow,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,MediumGrowth
170541,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumAN,sulfurLow,siliconLow,HighGrowth
196172,AuxinNA,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
191119,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,HighGrowth
195778,AuxinNA,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
145661,AuxinAN,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconAN,MediumGrowth
182434,AuxinNA,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
187579,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,LowGrowth
156988,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
144895,AuxinLow,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,HighGrowth
204254,AuxinNA,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumMN,sulfurLow,siliconMN,HighGrowth
200678,AuxinNA,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,LowGrowth
196899,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumAN,sulfurLow,siliconAN,HighGrowth
177053,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
154568,AuxinAN,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
143088,AuxinAN,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconLow,LowGrowth
136936,AuxinAN,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumAN,sulfurMN,siliconLow,MediumGrowth
154849,AuxinAN,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurMN,siliconAN,HighGrowth
134715,AuxinLow,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
166763,AuxinLow,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumLow,sulfurLow,siliconMN,HighGrowth
182304,AuxinLow,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconLow,HighGrowth
149509,AuxinAN,gibberellinAN,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumLow,sulfurLow,siliconLow,LowGrowth
153810,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumLow,sulfurLow,siliconMN,MediumGrowth
146811,AuxinNA,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
192725,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumAN,sulfurMN,siliconLow,LowGrowth
162137,AuxinAN,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconAN,HighGrowth
192198,AuxinAN,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumLow,sulfurAN,siliconAN,MediumGrowth
208378,AuxinNA,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,LowGrowth
164710,AuxinLow,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumLow,sulfurLow,siliconAN,LowGrowth
157172,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumLow,sulfurMN,siliconAN,LowGrowth
173342,AuxinNA,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconLow,MediumGrowth
180466,AuxinNA,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,MediumGrowth
214657,AuxinNA,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
151037,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,HighGrowth
179004,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconLow,MediumGrowth
168212,AuxinLow,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumLow,sulfurAN,siliconLow,LowGrowth
186700,AuxinNA,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconMN,MediumGrowth
190880,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumLow,sulfurLow,siliconAN,MediumGrowth
179852,AuxinNA,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurLow,siliconLow,LowGrowth
133489,AuxinLow,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
194770,AuxinLow,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumAN,sulfurAN,siliconLow,LowGrowth
115187,AuxinNA,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,MediumGrowth
184191,AuxinLow,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumAN,sulfurAN,siliconAN,LowGrowth
132346,AuxinNA,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumLow,sulfurAN,siliconLow,LowGrowth
204498,AuxinLow,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconAN,LowGrowth
180180,AuxinAN,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,HighGrowth
117376,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumLow,sulfurMN,siliconLow,LowGrowth
149003,AuxinLow,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconAN,LowGrowth
199256,AuxinNA,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,LowGrowth
143711,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumAN,sulfurAN,siliconMN,HighGrowth
192099,AuxinAN,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconAN,MediumGrowth
182951,AuxinNA,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumAN,sulfurAN,siliconMN,HighGrowth
140371,AuxinNA,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconAN,HighGrowth
191386,AuxinAN,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumMN,sulfurMN,siliconAN,HighGrowth
210330,AuxinLow,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
191353,AuxinNA,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconLow,LowGrowth
198772,AuxinNA,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurLow,siliconMN,MediumGrowth
125792,AuxinNA,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumAN,sulfurMN,siliconAN,MediumGrowth
177033,AuxinAN,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,HighGrowth
205696,AuxinNA,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumAN,sulfurAN,siliconLow,LowGrowth
122432,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumLow,sulfurLow,siliconLow,MediumGrowth
169255,AuxinLow,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumLow,sulfurMN,siliconAN,HighGrowth
172425,AuxinNA,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
208972,AuxinNA,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconLow,LowGrowth
192003,AuxinLow,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurMN,siliconAN,HighGrowth
200178,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumAN,sulfurMN,siliconLow,LowGrowth
198044,AuxinLow,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
122903,AuxinNA,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumMN,sulfurMN,siliconMN,MediumGrowth
168844,AuxinAN,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
160809,AuxinAN,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
198449,AuxinNA,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumAN,sulfurLow,siliconMN,MediumGrowth
149886,AuxinLow,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
205027,AuxinAN,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
209521,AuxinNA,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumAN,sulfurAN,siliconLow,LowGrowth
125207,AuxinNA,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumAN,sulfurMN,siliconLow,MediumGrowth
209480,AuxinLow,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurLow,siliconLow,LowGrowth
184984,AuxinAN,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumAN,sulfurMN,siliconAN,HighGrowth
189586,AuxinNA,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumLow,sulfurAN,siliconMN,LowGrowth
151933,AuxinAN,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
198834,AuxinLow,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumLow,sulfurLow,siliconMN,HighGrowth
201255,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumLow,sulfurLow,siliconLow,MediumGrowth
148039,AuxinAN,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumAN,sulfurAN,siliconAN,HighGrowth
203038,AuxinNA,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumMN,sulfurLow,siliconMN,HighGrowth
213571,AuxinAN,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
204926,AuxinAN,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
182418,AuxinAN,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumLow,sulfurMN,siliconLow,HighGrowth
146771,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
152674,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumLow,sulfurLow,siliconLow,MediumGrowth
191173,AuxinLow,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,MediumGrowth
197273,AuxinNA,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumAN,sulfurMN,siliconAN,MediumGrowth
199103,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumLow,sulfurLow,siliconMN,LowGrowth
131257,AuxinAN,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumAN,sulfurAN,siliconLow,MediumGrowth
169978,AuxinLow,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumAN,sulfurAN,siliconLow,MediumGrowth
148004,AuxinAN,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconLow,MediumGrowth
114980,AuxinAN,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumAN,sulfurAN,siliconLow,HighGrowth
159004,AuxinAN,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,HighGrowth
159174,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumAN,sulfurMN,siliconAN,MediumGrowth
167337,AuxinAN,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
164343,AuxinAN,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
178081,AuxinAN,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,LowGrowth
193911,AuxinAN,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumAN,sulfurAN,siliconAN,HighGrowth
129679,AuxinAN,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconLow,MediumGrowth
214347,AuxinNA,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumAN,sulfurAN,siliconMN,MediumGrowth
194403,AuxinLow,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumLow,sulfurMN,siliconAN,MediumGrowth
